player,tm,yr,V1
Álex Abrines,OKC,2019,Driving Scorer
Jaylen Adams,ATL,2019,Role Player
Steven Adams,OKC,2019,Scoring Big Man
Bam Adebayo,MIA,2019,Defensive Big Man
LaMarcus Aldridge,SAS,2019,Scoring Big Man
Grayson Allen,UTA,2019,Role Player
Jarrett Allen,BRK,2019,Scoring Big Man
Al-Farouq Aminu,POR,2019,Perimeter Wings/Defenders
Justin Anderson,ATL,2019,Role Player
Kyle Anderson,MEM,2019,Defensive Big Man
Giannis Antetokounmpo,MIL,2019,Scoring Big Man
OG Anunoby,TOR,2019,Driving Scorer
Ryan Arcidiacono,CHI,2019,Driving Scorer
Trevor Ariza,WAS,2019,Perimeter Wings/Defenders
D.J. Augustin,ORL,2019,Floor Generals
Deandre Ayton,PHO,2019,Scoring Big Man
Dwayne Bacon,CHO,2019,Driving Scorer
Marvin Bagley III,SAC,2019,Scoring Big Man
Lonzo Ball,LAL,2019,Floor Generals
Mo Bamba,ORL,2019,Defensive Big Man
J.J. Barea,DAL,2019,Floor Generals
Harrison Barnes,DAL,2019,Perimeter Wings/Defenders
Will Barton,DEN,2019,Perimeter Wings/Defenders
Keita Bates-Diop,MIN,2019,Role Player
Nicolas Batum,CHO,2019,Perimeter Wings/Defenders
Jerryd Bayless,MIN,2019,Role Player
Aron Baynes,BOS,2019,Defensive Big Man
Kent Bazemore,ATL,2019,Floor Generals
Bradley Beal,WAS,2019,Superstars
Malik Beasley,DEN,2019,Driving Scorer
Marco Belinelli,SAS,2019,Driving Scorer
Jordan Bell,GSW,2019,Defensive Big Man
DeAndre' Bembry,ATL,2019,Floor Generals
Dragan Bender,PHO,2019,Defensive Big Man
Dāvis Bertāns,SAS,2019,Driving Scorer
Patrick Beverley,LAC,2019,Perimeter Wings/Defenders
Khem Birch,ORL,2019,Defensive Big Man
Nemanja Bjelica,SAC,2019,Perimeter Wings/Defenders
Antonio Blakeney,CHI,2019,Role Player
Eric Bledsoe,MIL,2019,Superstars
Bogdan Bogdanović,SAC,2019,Perimeter Wings/Defenders
Bojan Bogdanović,IND,2019,Perimeter Wings/Defenders
Jonah Bolden,PHI,2019,Defensive Big Man
Devin Booker,PHO,2019,Superstars
Avery Bradley,LAC,2019,Role Player
Mikal Bridges,PHO,2019,Driving Scorer
Miles Bridges,CHO,2019,Driving Scorer
Isaiah Briscoe,ORL,2019,Role Player
Ryan Broekhoff,DAL,2019,Driving Scorer
Malcolm Brogdon,MIL,2019,Perimeter Wings/Defenders
Bruce Brown,DET,2019,Role Player
Jaylen Brown,BOS,2019,Perimeter Wings/Defenders
Sterling Brown,MIL,2019,Driving Scorer
Troy Brown Jr.,WAS,2019,Role Player
Jalen Brunson,DAL,2019,Driving Scorer
Thomas Bryant,WAS,2019,Defensive Big Man
Reggie Bullock,DET,2019,Perimeter Wings/Defenders
Trey Burke,NYK,2019,Floor Generals
Alec Burks,CLE,2019,Perimeter Wings/Defenders
Deonte Burton,OKC,2019,Role Player
Jimmy Butler,PHI,2019,Superstars
Bruno Caboclo,MEM,2019,Driving Scorer
José Calderón,DET,2019,Role Player
Kentavious Caldwell-Pope,LAL,2019,Driving Scorer
DeMarre Carroll,BRK,2019,Perimeter Wings/Defenders
Jevon Carter,MEM,2019,Role Player
Vince Carter,ATL,2019,Driving Scorer
Wendell Carter Jr.,CHI,2019,Defensive Big Man
Omri Casspi,MEM,2019,Defensive Big Man
Willie Cauley-Stein,SAC,2019,Scoring Big Man
Tyson Chandler,LAL,2019,Defensive Big Man
Wilson Chandler,PHI,2019,Driving Scorer
Gary Clark,HOU,2019,Driving Scorer
Ian Clark,NOP,2019,Role Player
Jordan Clarkson,CLE,2019,Perimeter Wings/Defenders
John Collins,ATL,2019,Scoring Big Man
Zach Collins,POR,2019,Defensive Big Man
Darren Collison,IND,2019,Floor Generals
Mike Conley,MEM,2019,Superstars
Pat Connaughton,MIL,2019,Driving Scorer
Quinn Cook,GSW,2019,Driving Scorer
DeMarcus Cousins,GSW,2019,Scoring Big Man
Allen Crabbe,BRK,2019,Driving Scorer
Torrey Craig,DEN,2019,Driving Scorer
Jamal Crawford,PHO,2019,Floor Generals
Jae Crowder,UTA,2019,Perimeter Wings/Defenders
Dante Cunningham,SAS,2019,Driving Scorer
Seth Curry,POR,2019,Driving Scorer
Stephen Curry,GSW,2019,Superstars
Troy Daniels,PHO,2019,Driving Scorer
Anthony Davis,NOP,2019,Scoring Big Man
Ed Davis,BRK,2019,Defensive Big Man
Dewayne Dedmon,ATL,2019,Defensive Big Man
Sam Dekker,WAS,2019,Driving Scorer
Matthew Dellavedova,CLE,2019,Floor Generals
DeMar DeRozan,SAS,2019,Superstars
Cheick Diallo,NOP,2019,Defensive Big Man
Hamidou Diallo,OKC,2019,Role Player
Gorgui Dieng,MIN,2019,Defensive Big Man
Spencer Dinwiddie,BRK,2019,Perimeter Wings/Defenders
Luka Dončić,DAL,2019,Superstars
Damyean Dotson,NYK,2019,Driving Scorer
Goran Dragić,MIA,2019,Floor Generals
Andre Drummond,DET,2019,Scoring Big Man
Jared Dudley,BRK,2019,Driving Scorer
Kris Dunn,CHI,2019,Floor Generals
Kevin Durant,GSW,2019,Superstars
Joel Embiid,PHI,2019,Scoring Big Man
James Ennis,HOU,2019,Driving Scorer
Jacob Evans,GSW,2019,Role Player
Tyreke Evans,IND,2019,Floor Generals
Dante Exum,UTA,2019,Role Player
Derrick Favors,UTA,2019,Scoring Big Man
Cristiano Felício,CHI,2019,Defensive Big Man
Raymond Felton,OKC,2019,Driving Scorer
Terrance Ferguson,OKC,2019,Driving Scorer
Yogi Ferrell,SAC,2019,Driving Scorer
Dorian Finney-Smith,DAL,2019,Driving Scorer
Bryn Forbes,SAS,2019,Driving Scorer
Evan Fournier,ORL,2019,Perimeter Wings/Defenders
De'Aaron Fox,SAC,2019,Superstars
Tim Frazier,NOP,2019,Floor Generals
Channing Frye,CLE,2019,Role Player
Danilo Gallinari,LAC,2019,Superstars
Langston Galloway,DET,2019,Driving Scorer
Marc Gasol,MEM,2019,Scoring Big Man
Rudy Gay,SAS,2019,Perimeter Wings/Defenders
Paul George,OKC,2019,Superstars
Taj Gibson,MIN,2019,Defensive Big Man
Harry Giles,SAC,2019,Defensive Big Man
Shai Gilgeous-Alexander,LAC,2019,Floor Generals
Aaron Gordon,ORL,2019,Perimeter Wings/Defenders
Eric Gordon,HOU,2019,Perimeter Wings/Defenders
Devonte' Graham,CHO,2019,Role Player
Treveon Graham,BRK,2019,Role Player
Jerami Grant,OKC,2019,Perimeter Wings/Defenders
Jerian Grant,ORL,2019,Role Player
Danny Green,TOR,2019,Perimeter Wings/Defenders
Draymond Green,GSW,2019,Floor Generals
Gerald Green,HOU,2019,Driving Scorer
JaMychal Green,MEM,2019,Defensive Big Man
Jeff Green,WAS,2019,Perimeter Wings/Defenders
Blake Griffin,DET,2019,Superstars
Tim Hardaway Jr.,NYK,2019,Perimeter Wings/Defenders
James Harden,HOU,2019,Superstars
Maurice Harkless,POR,2019,Defensive Big Man
Montrezl Harrell,LAC,2019,Scoring Big Man
Devin Harris,DAL,2019,Role Player
Gary Harris,DEN,2019,Perimeter Wings/Defenders
Joe Harris,BRK,2019,Perimeter Wings/Defenders
Tobias Harris,LAC,2019,Perimeter Wings/Defenders
Shaquille Harrison,CHI,2019,Role Player
Josh Hart,LAL,2019,Driving Scorer
Gordon Hayward,BOS,2019,Perimeter Wings/Defenders
Juan Hernangómez,DEN,2019,Driving Scorer
Willy Hernangómez,CHO,2019,Defensive Big Man
Mario Hezonja,NYK,2019,Floor Generals
Buddy Hield,SAC,2019,Perimeter Wings/Defenders
Nenê,HOU,2019,Defensive Big Man
George Hill,MIL,2019,Driving Scorer
Solomon Hill,NOP,2019,Role Player
Aaron Holiday,IND,2019,Driving Scorer
Jrue Holiday,NOP,2019,Superstars
Justin Holiday,CHI,2019,Perimeter Wings/Defenders
Justin Holiday,MEM,2019,Driving Scorer
Rondae Hollis-Jefferson,BRK,2019,Defensive Big Man
Rodney Hood,CLE,2019,Perimeter Wings/Defenders
Al Horford,BOS,2019,Scoring Big Man
Danuel House,HOU,2019,Driving Scorer
Kevin Huerter,ATL,2019,Driving Scorer
Chandler Hutchison,CHI,2019,Role Player
Serge Ibaka,TOR,2019,Scoring Big Man
Andre Iguodala,GSW,2019,Driving Scorer
Ersan İlyasova,MIL,2019,Driving Scorer
Joe Ingles,UTA,2019,Floor Generals
Brandon Ingram,LAL,2019,Perimeter Wings/Defenders
Kyrie Irving,BOS,2019,Superstars
Jonathan Isaac,ORL,2019,Perimeter Wings/Defenders
Wesley Iwundu,ORL,2019,Role Player
Frank Jackson,NOP,2019,Driving Scorer
Jaren Jackson Jr.,MEM,2019,Scoring Big Man
Josh Jackson,PHO,2019,Floor Generals
Justin Jackson,SAC,2019,Driving Scorer
Reggie Jackson,DET,2019,Perimeter Wings/Defenders
LeBron James,LAL,2019,Superstars
Jonas Jerebko,GSW,2019,Driving Scorer
Amir Johnson,PHI,2019,Defensive Big Man
James Johnson,MIA,2019,Driving Scorer
Stanley Johnson,DET,2019,Driving Scorer
Tyler Johnson,MIA,2019,Floor Generals
Nikola Jokić,DEN,2019,Scoring Big Man
Derrick Jones Jr.,MIA,2019,Defensive Big Man
Tyus Jones,MIN,2019,Floor Generals
Cory Joseph,IND,2019,Floor Generals
Frank Kaminsky,CHO,2019,Driving Scorer
Enes Kanter,NYK,2019,Scoring Big Man
Luke Kennard,DET,2019,Driving Scorer
Michael Kidd-Gilchrist,CHO,2019,Defensive Big Man
Maxi Kleber,DAL,2019,Defensive Big Man
Kevin Knox,NYK,2019,Perimeter Wings/Defenders
Furkan Korkmaz,PHI,2019,Driving Scorer
Luke Kornet,NYK,2019,Driving Scorer
Kyle Korver,UTA,2019,Driving Scorer
Rodions Kurucs,BRK,2019,Driving Scorer
Kyle Kuzma,LAL,2019,Perimeter Wings/Defenders
Jeremy Lamb,CHO,2019,Perimeter Wings/Defenders
Zach LaVine,CHI,2019,Superstars
Jake Layman,POR,2019,Driving Scorer
T.J. Leaf,IND,2019,Defensive Big Man
Damion Lee,GSW,2019,Driving Scorer
Alex Len,ATL,2019,Defensive Big Man
Kawhi Leonard,TOR,2019,Superstars
Meyers Leonard,POR,2019,Driving Scorer
Jon Leuer,DET,2019,Defensive Big Man
Caris LeVert,BRK,2019,Floor Generals
Damian Lillard,POR,2019,Superstars
Jeremy Lin,ATL,2019,Floor Generals
Shaun Livingston,GSW,2019,Driving Scorer
Kevon Looney,GSW,2019,Defensive Big Man
Brook Lopez,MIL,2019,Perimeter Wings/Defenders
Robin Lopez,CHI,2019,Defensive Big Man
Kyle Lowry,TOR,2019,Superstars
Trey Lyles,DEN,2019,Driving Scorer
Shelvin Mack,MEM,2019,Floor Generals
Ian Mahinmi,WAS,2019,Defensive Big Man
Thon Maker,MIL,2019,Driving Scorer
Boban Marjanović,LAC,2019,Defensive Big Man
Lauri Markkanen,CHI,2019,Perimeter Wings/Defenders
Jarell Martin,ORL,2019,Role Player
Frank Mason III,SAC,2019,Role Player
Wesley Matthews,DAL,2019,Perimeter Wings/Defenders
CJ McCollum,POR,2019,Perimeter Wings/Defenders
T.J. McConnell,PHI,2019,Floor Generals
Doug McDermott,IND,2019,Driving Scorer
JaVale McGee,LAL,2019,Scoring Big Man
Rodney McGruder,MIA,2019,Driving Scorer
Alfonzo McKinnie,GSW,2019,Driving Scorer
Salah Mejri,DAL,2019,Defensive Big Man
De'Anthony Melton,PHO,2019,Floor Generals
Khris Middleton,MIL,2019,Perimeter Wings/Defenders
C.J. Miles,TOR,2019,Role Player
Darius Miller,NOP,2019,Driving Scorer
Patty Mills,SAS,2019,Driving Scorer
Paul Millsap,DEN,2019,Scoring Big Man
Nikola Mirotić,NOP,2019,Perimeter Wings/Defenders
Donovan Mitchell,UTA,2019,Superstars
Malik Monk,CHO,2019,Driving Scorer
Greg Monroe,TOR,2019,Defensive Big Man
E'Twaun Moore,NOP,2019,Driving Scorer
Marcus Morris,BOS,2019,Perimeter Wings/Defenders
Markieff Morris,WAS,2019,Perimeter Wings/Defenders
Monte Morris,DEN,2019,Driving Scorer
Emmanuel Mudiay,NYK,2019,Floor Generals
Jamal Murray,DEN,2019,Perimeter Wings/Defenders
Mike Muscala,PHI,2019,Driving Scorer
Sviatoslav Mykhailiuk,LAL,2019,Role Player
Abdel Nader,OKC,2019,Role Player
Larry Nance Jr.,CLE,2019,Scoring Big Man
Shabazz Napier,BRK,2019,Floor Generals
Raul Neto,UTA,2019,Driving Scorer
Georges Niang,UTA,2019,Driving Scorer
Joakim Noah,MEM,2019,Defensive Big Man
Dirk Nowitzki,DAL,2019,Role Player
Frank Ntilikina,NYK,2019,Role Player
Jusuf Nurkić,POR,2019,Scoring Big Man
David Nwaba,CLE,2019,Driving Scorer
Royce O'Neale,UTA,2019,Driving Scorer
Kyle O'Quinn,IND,2019,Defensive Big Man
Semi Ojeleye,BOS,2019,Role Player
Jahlil Okafor,NOP,2019,Defensive Big Man
Elie Okobo,PHO,2019,Role Player
Josh Okogie,MIN,2019,Role Player
Victor Oladipo,IND,2019,Superstars
Kelly Olynyk,MIA,2019,Perimeter Wings/Defenders
Cedi Osman,CLE,2019,Perimeter Wings/Defenders
Kelly Oubre Jr.,PHO,2019,Perimeter Wings/Defenders
Zaza Pachulia,DET,2019,Defensive Big Man
Jabari Parker,CHI,2019,Perimeter Wings/Defenders
Tony Parker,CHO,2019,Floor Generals
Patrick Patterson,OKC,2019,Role Player
Chris Paul,HOU,2019,Superstars
Cameron Payne,CHI,2019,Role Player
Elfrid Payton,NOP,2019,Floor Generals
Mason Plumlee,DEN,2019,Defensive Big Man
Quincy Pondexter,SAS,2019,Driving Scorer
Otto Porter,WAS,2019,Perimeter Wings/Defenders
Dwight Powell,DAL,2019,Defensive Big Man
Norman Powell,TOR,2019,Driving Scorer
Taurean Prince,ATL,2019,Perimeter Wings/Defenders
Ivan Rabb,MEM,2019,Defensive Big Man
Chasson Randle,WAS,2019,Role Player
Julius Randle,NOP,2019,Scoring Big Man
J.J. Redick,PHI,2019,Perimeter Wings/Defenders
Josh Richardson,MIA,2019,Perimeter Wings/Defenders
Austin Rivers,HOU,2019,Driving Scorer
Glenn Robinson III,DET,2019,Role Player
Jerome Robinson,LAC,2019,Role Player
Rajon Rondo,LAL,2019,Floor Generals
Derrick Rose,MIN,2019,Perimeter Wings/Defenders
Terrence Ross,ORL,2019,Perimeter Wings/Defenders
Terry Rozier,BOS,2019,Driving Scorer
Ricky Rubio,UTA,2019,Floor Generals
D'Angelo Russell,BRK,2019,Superstars
Domantas Sabonis,IND,2019,Scoring Big Man
Dario Šarić,MIN,2019,Perimeter Wings/Defenders
Tomáš Satoranský,WAS,2019,Floor Generals
Dennis Schröder,OKC,2019,Floor Generals
Mike Scott,LAC,2019,Driving Scorer
Thabo Sefolosha,UTA,2019,Driving Scorer
Wayne Selden,MEM,2019,Role Player
Wayne Selden,CHI,2019,Role Player
Collin Sexton,CLE,2019,Perimeter Wings/Defenders
Landry Shamet,PHI,2019,Driving Scorer
Iman Shumpert,SAC,2019,Driving Scorer
Pascal Siakam,TOR,2019,Scoring Big Man
Ben Simmons,PHI,2019,Scoring Big Man
Jonathon Simmons,ORL,2019,Role Player
Marcus Smart,BOS,2019,Floor Generals
Dennis Smith Jr.,DAL,2019,Floor Generals
Ish Smith,DET,2019,Floor Generals
Tony Snell,MIL,2019,Driving Scorer
Omari Spellman,ATL,2019,Driving Scorer
Nik Stauskas,POR,2019,Driving Scorer
Lance Stephenson,LAL,2019,Driving Scorer
Jayson Tatum,BOS,2019,Perimeter Wings/Defenders
Jeff Teague,MIN,2019,Floor Generals
Garrett Temple,MEM,2019,Driving Scorer
Daniel Theis,BOS,2019,Defensive Big Man
Lance Thomas,NYK,2019,Role Player
Klay Thompson,GSW,2019,Perimeter Wings/Defenders
Sindarius Thornwell,LAC,2019,Role Player
Anthony Tolliver,MIN,2019,Driving Scorer
Karl-Anthony Towns,MIN,2019,Scoring Big Man
Allonzo Trier,NYK,2019,Floor Generals
P.J. Tucker,HOU,2019,Perimeter Wings/Defenders
Evan Turner,POR,2019,Floor Generals
Myles Turner,IND,2019,Scoring Big Man
Jonas Valančiūnas,TOR,2019,Scoring Big Man
Fred VanVleet,TOR,2019,Floor Generals
Noah Vonleh,NYK,2019,Defensive Big Man
Nikola Vučević,ORL,2019,Scoring Big Man
Dwyane Wade,MIA,2019,Floor Generals
Moritz Wagner,LAL,2019,Role Player
Dion Waiters,MIA,2019,Perimeter Wings/Defenders
Kemba Walker,CHO,2019,Superstars
John Wall,WAS,2019,Superstars
Tyrone Wallace,LAC,2019,Role Player
Brad Wanamaker,BOS,2019,Driving Scorer
T.J. Warren,PHO,2019,Perimeter Wings/Defenders
Russell Westbrook,OKC,2019,Superstars
Derrick White,SAS,2019,Floor Generals
Hassan Whiteside,MIA,2019,Scoring Big Man
Andrew Wiggins,MIN,2019,Perimeter Wings/Defenders
Kenrich Williams,NOP,2019,Driving Scorer
Lou Williams,LAC,2019,Superstars
Marvin Williams,CHO,2019,Perimeter Wings/Defenders
D.J. Wilson,MIL,2019,Driving Scorer
Justise Winslow,MIA,2019,Floor Generals
Delon Wright,TOR,2019,Driving Scorer
Guerschon Yabusele,BOS,2019,Role Player
Thaddeus Young,IND,2019,Perimeter Wings/Defenders
Trae Young,ATL,2019,Superstars
Cody Zeller,CHO,2019,Defensive Big Man
Álex Abrines,OKC,2018,Driving Scorer
Quincy Acy,BRK,2018,Driving Scorer
Steven Adams,OKC,2018,Scoring Big Man
Bam Adebayo,MIA,2018,Defensive Big Man
Arron Afflalo,ORL,2018,Role Player
LaMarcus Aldridge,SAS,2018,Scoring Big Man
Jarrett Allen,BRK,2018,Defensive Big Man
Al-Farouq Aminu,POR,2018,Perimeter Wings/Defenders
Justin Anderson,PHI,2018,Driving Scorer
Kyle Anderson,SAS,2018,Defensive Big Man
Ryan Anderson,HOU,2018,Driving Scorer
Giannis Antetokounmpo,MIL,2018,Scoring Big Man
Carmelo Anthony,OKC,2018,Perimeter Wings/Defenders
OG Anunoby,TOR,2018,Driving Scorer
Trevor Ariza,HOU,2018,Perimeter Wings/Defenders
D.J. Augustin,ORL,2018,Floor Generals
Luke Babbitt,ATL,2018,Driving Scorer
Dwayne Bacon,CHO,2018,Role Player
Lonzo Ball,LAL,2018,Floor Generals
J.J. Barea,DAL,2018,Floor Generals
Harrison Barnes,DAL,2018,Perimeter Wings/Defenders
Will Barton,DEN,2018,Perimeter Wings/Defenders
Nicolas Batum,CHO,2018,Floor Generals
Jerryd Bayless,PHI,2018,Driving Scorer
Aron Baynes,BOS,2018,Defensive Big Man
Kent Bazemore,ATL,2018,Floor Generals
Bradley Beal,WAS,2018,Superstars
Malik Beasley,DEN,2018,Role Player
Michael Beasley,NYK,2018,Perimeter Wings/Defenders
Marco Belinelli,ATL,2018,Driving Scorer
Jordan Bell,GSW,2018,Defensive Big Man
Dragan Bender,PHO,2018,Driving Scorer
Dāvis Bertāns,SAS,2018,Driving Scorer
Bismack Biyombo,ORL,2018,Defensive Big Man
Nemanja Bjelica,MIN,2018,Driving Scorer
Tarik Black,HOU,2018,Defensive Big Man
Eric Bledsoe,MIL,2018,Superstars
Bogdan Bogdanović,SAC,2018,Floor Generals
Bojan Bogdanović,IND,2018,Perimeter Wings/Defenders
Devin Booker,PHO,2018,Superstars
Trevor Booker,PHI,2018,Defensive Big Man
Avery Bradley,DET,2018,Floor Generals
Corey Brewer,LAL,2018,Role Player
Malcolm Brogdon,MIL,2018,Perimeter Wings/Defenders
Aaron Brooks,MIN,2018,Role Player
Dillon Brooks,MEM,2018,Floor Generals
Jaylen Brown,BOS,2018,Perimeter Wings/Defenders
Sterling Brown,MIL,2018,Role Player
Reggie Bullock,DET,2018,Driving Scorer
Trey Burke,NYK,2018,Floor Generals
Alec Burks,UTA,2018,Driving Scorer
Jimmy Butler,MIN,2018,Superstars
José Calderón,CLE,2018,Driving Scorer
Kentavious Caldwell-Pope,LAL,2018,Perimeter Wings/Defenders
Clint Capela,HOU,2018,Scoring Big Man
DeMarre Carroll,BRK,2018,Perimeter Wings/Defenders
Vince Carter,SAC,2018,Driving Scorer
Michael Carter-Williams,CHO,2018,Role Player
Alex Caruso,LAL,2018,Role Player
Omri Casspi,GSW,2018,Defensive Big Man
Willie Cauley-Stein,SAC,2018,Scoring Big Man
Tyler Cavanaugh,ATL,2018,Driving Scorer
Mario Chalmers,MEM,2018,Floor Generals
Wilson Chandler,DEN,2018,Perimeter Wings/Defenders
Marquese Chriss,PHO,2018,Defensive Big Man
Ian Clark,NOP,2018,Driving Scorer
Jordan Clarkson,LAL,2018,Floor Generals
John Collins,ATL,2018,Defensive Big Man
Zach Collins,POR,2018,Role Player
Kyle Collinsworth,DAL,2018,Role Player
Darren Collison,IND,2018,Floor Generals
Pat Connaughton,POR,2018,Driving Scorer
Quinn Cook,GSW,2018,Driving Scorer
DeMarcus Cousins,NOP,2018,Scoring Big Man
Robert Covington,PHI,2018,Perimeter Wings/Defenders
Allen Crabbe,BRK,2018,Perimeter Wings/Defenders
Torrey Craig,DEN,2018,Driving Scorer
Jamal Crawford,MIN,2018,Driving Scorer
Jae Crowder,CLE,2018,Driving Scorer
Dante Cunningham,NOP,2018,Driving Scorer
Stephen Curry,GSW,2018,Superstars
Troy Daniels,PHO,2018,Driving Scorer
Anthony Davis,NOP,2018,Scoring Big Man
Ed Davis,POR,2018,Defensive Big Man
Dewayne Dedmon,ATL,2018,Defensive Big Man
Sam Dekker,LAC,2018,Driving Scorer
Malcolm Delaney,ATL,2018,Role Player
Matthew Dellavedova,MIL,2018,Role Player
DeMar DeRozan,TOR,2018,Superstars
Gorgui Dieng,MIN,2018,Defensive Big Man
Spencer Dinwiddie,BRK,2018,Floor Generals
Tyler Dorsey,ATL,2018,Role Player
Damyean Dotson,NYK,2018,Driving Scorer
Goran Dragić,MIA,2018,Perimeter Wings/Defenders
Andre Drummond,DET,2018,Scoring Big Man
Jared Dudley,PHO,2018,Role Player
Kris Dunn,CHI,2018,Floor Generals
Kevin Durant,GSW,2018,Superstars
Henry Ellenson,DET,2018,Role Player
Wayne Ellington,MIA,2018,Driving Scorer
Joel Embiid,PHI,2018,Scoring Big Man
James Ennis,MEM,2018,Driving Scorer
Tyler Ennis,LAL,2018,Role Player
Jawun Evans,LAC,2018,Role Player
Tyreke Evans,MEM,2018,Superstars
Kenneth Faried,DEN,2018,Defensive Big Man
Derrick Favors,UTA,2018,Scoring Big Man
Cristiano Felício,CHI,2018,Defensive Big Man
Raymond Felton,OKC,2018,Driving Scorer
Terrance Ferguson,OKC,2018,Driving Scorer
Yogi Ferrell,DAL,2018,Driving Scorer
Bryn Forbes,SAS,2018,Driving Scorer
Evan Fournier,ORL,2018,Perimeter Wings/Defenders
De'Aaron Fox,SAC,2018,Floor Generals
Tim Frazier,WAS,2018,Role Player
Channing Frye,CLE,2018,Driving Scorer
Langston Galloway,DET,2018,Driving Scorer
Marc Gasol,MEM,2018,Scoring Big Man
Pau Gasol,SAS,2018,Scoring Big Man
Rudy Gay,SAS,2018,Perimeter Wings/Defenders
Paul George,OKC,2018,Superstars
Marcus Georges-Hunt,MIN,2018,Role Player
Taj Gibson,MIN,2018,Defensive Big Man
Manu Ginóbili,SAS,2018,Floor Generals
Aaron Gordon,ORL,2018,Perimeter Wings/Defenders
Eric Gordon,HOU,2018,Perimeter Wings/Defenders
Treveon Graham,CHO,2018,Driving Scorer
Jerami Grant,OKC,2018,Defensive Big Man
Jerian Grant,CHI,2018,Floor Generals
Danny Green,SAS,2018,Driving Scorer
Draymond Green,GSW,2018,Scoring Big Man
Gerald Green,HOU,2018,Perimeter Wings/Defenders
JaMychal Green,MEM,2018,Defensive Big Man
Jeff Green,CLE,2018,Driving Scorer
Blake Griffin,LAC,2018,Superstars
Tim Hardaway Jr.,NYK,2018,Perimeter Wings/Defenders
James Harden,HOU,2018,Superstars
Maurice Harkless,POR,2018,Driving Scorer
Montrezl Harrell,LAC,2018,Defensive Big Man
Devin Harris,DAL,2018,Driving Scorer
Gary Harris,DEN,2018,Perimeter Wings/Defenders
Joe Harris,BRK,2018,Driving Scorer
Tobias Harris,DET,2018,Perimeter Wings/Defenders
Tobias Harris,LAC,2018,Perimeter Wings/Defenders
Andrew Harrison,MEM,2018,Floor Generals
Josh Hart,LAL,2018,Driving Scorer
John Henson,MIL,2018,Defensive Big Man
Mario Hezonja,ORL,2018,Driving Scorer
Buddy Hield,SAC,2018,Perimeter Wings/Defenders
Nenê,HOU,2018,Defensive Big Man
George Hill,SAC,2018,Floor Generals
Jrue Holiday,NOP,2018,Superstars
Justin Holiday,CHI,2018,Perimeter Wings/Defenders
Rondae Hollis-Jefferson,BRK,2018,Scoring Big Man
Richaun Holmes,PHI,2018,Defensive Big Man
Rodney Hood,UTA,2018,Perimeter Wings/Defenders
Al Horford,BOS,2018,Perimeter Wings/Defenders
Dwight Howard,CHO,2018,Scoring Big Man
Josh Huestis,OKC,2018,Role Player
Serge Ibaka,TOR,2018,Perimeter Wings/Defenders
Andre Iguodala,GSW,2018,Driving Scorer
Ersan İlyasova,ATL,2018,Perimeter Wings/Defenders
Joe Ingles,UTA,2018,Perimeter Wings/Defenders
Brandon Ingram,LAL,2018,Perimeter Wings/Defenders
Kyrie Irving,BOS,2018,Superstars
Wesley Iwundu,ORL,2018,Role Player
Jarrett Jack,NYK,2018,Floor Generals
Josh Jackson,PHO,2018,Floor Generals
Justin Jackson,SAC,2018,Driving Scorer
Reggie Jackson,DET,2018,Floor Generals
LeBron James,CLE,2018,Superstars
Mike James,PHO,2018,Floor Generals
Al Jefferson,IND,2018,Defensive Big Man
Jonas Jerebko,UTA,2018,Driving Scorer
Amir Johnson,PHI,2018,Defensive Big Man
James Johnson,MIA,2018,Floor Generals
Joe Johnson,UTA,2018,Driving Scorer
Stanley Johnson,DET,2018,Floor Generals
Tyler Johnson,MIA,2018,Perimeter Wings/Defenders
Wesley Johnson,LAC,2018,Driving Scorer
Nikola Jokić,DEN,2018,Scoring Big Man
Tyus Jones,MIN,2018,Driving Scorer
Cory Joseph,IND,2018,Floor Generals
Frank Kaminsky,CHO,2018,Driving Scorer
Enes Kanter,NYK,2018,Scoring Big Man
Luke Kennard,DET,2018,Driving Scorer
Michael Kidd-Gilchrist,CHO,2018,Defensive Big Man
Maxi Kleber,DAL,2018,Driving Scorer
Kyle Korver,CLE,2018,Driving Scorer
Kyle Kuzma,LAL,2018,Perimeter Wings/Defenders
Skal Labissière,SAC,2018,Defensive Big Man
Jeremy Lamb,CHO,2018,Perimeter Wings/Defenders
Shane Larkin,BOS,2018,Role Player
Joffrey Lauvergne,SAS,2018,Defensive Big Man
Jake Layman,POR,2018,Role Player
T.J. Leaf,IND,2018,Driving Scorer
Courtney Lee,NYK,2018,Perimeter Wings/Defenders
Alex Len,PHO,2018,Defensive Big Man
Meyers Leonard,POR,2018,Driving Scorer
Caris LeVert,BRK,2018,Floor Generals
DeAndre Liggins,MIL,2018,Role Player
Damian Lillard,POR,2018,Superstars
Shaun Livingston,GSW,2018,Role Player
Kevon Looney,GSW,2018,Defensive Big Man
Brook Lopez,LAL,2018,Perimeter Wings/Defenders
Robin Lopez,CHI,2018,Defensive Big Man
Kevin Love,CLE,2018,Scoring Big Man
Kyle Lowry,TOR,2018,Superstars
Timothé Luwawu-Cabarrot,PHI,2018,Role Player
Trey Lyles,DEN,2018,Perimeter Wings/Defenders
Shelvin Mack,ORL,2018,Floor Generals
Ian Mahinmi,WAS,2018,Defensive Big Man
Thon Maker,MIL,2018,Role Player
Lauri Markkanen,CHI,2018,Perimeter Wings/Defenders
Jarell Martin,MEM,2018,Defensive Big Man
